Id,listing_id,listing_date,is_renovated,amenity_score,OverallQual,OverallCond,GrLivArea,TotalBsmtSF,LotArea,property_age,years_since_remodel,total_baths,GarageCars,Fireplaces,dist_school_km,dist_hospital_km,dist_transit_km,renovation_cost_usd,local_interest_rate_pct,listing_month,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,CentralAir,sale_price,is_monitoring_stream
1002,L-001002,2007-01-24,1,0.3972217880357206,5,6,691,691,5400,87,57,1.0,1,0,3.12,7.23,2.2,19600.0,6.53,1,OldTown,1Fam,1Story,TA,Ex,Y,90600,0
1223,L-001223,2007-01-25,1,0.5783149275886275,6,6,1846,1040,10496,58,57,2.0,1,1,2.16,4.59,0.74,57200.0,6.53,1,NAmes,1Fam,1.5Fin,TA,TA,Y,141700,0
1320,L-001320,2007-02-01,0,0.4789978678038379,4,5,948,864,10215,53,53,1.0,1,0,2.75,4.36,1.52,0.0,6.6,2,Edwards,1Fam,1Story,TA,TA,Y,114000,0
598,L-000598,2007-02-02,1,0.6231068691236556,7,5,1402,1258,3922,1,0,2.0,3,1,1.59,5.13,0.93,54500.0,6.6,2,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,198700,0
488,L-000488,2007-02-02,0,0.6551623217780262,5,6,1484,1484,12243,36,36,2.0,2,1,1.56,2.92,1.19,0.0,6.6,2,NWAmes,1Fam,1Story,TA,TA,Y,188000,0
1325,L-001325,2007-02-03,1,0.8799163995495105,8,5,1795,1795,9986,1,0,2.0,3,1,0.6,2.88,1.38,68300.0,6.6,2,Somerst,1Fam,1Story,Gd,Gd,Y,157300,0
71,L-000071,2007-02-06,0,0.6118777272623427,7,6,2223,2223,13651,34,34,3.0,2,2,1.96,4.18,0.69,0.0,6.6,2,NAmes,1Fam,1Story,TA,TA,Y,257500,0
127,L-000127,2007-02-18,0,0.6767973110827604,6,5,958,1078,4928,31,31,2.0,2,1,1.96,4.26,0.23,0.0,6.6,2,NPkVill,TwnhsE,1Story,TA,TA,Y,133000,0
1396,L-001396,2007-02-24,1,0.7222061775907921,8,5,2482,1094,12665,2,1,2.5,3,1,1.19,1.93,2.16,78300.0,6.6,2,Timber,1Fam,2Story,Gd,Gd,Y,295000,0
55,L-000055,2007-02-27,0,0.47863269531032493,5,5,1360,384,7134,52,52,1.0,2,1,3.22,6.22,0.74,0.0,6.6,2,NAmes,1Fam,SLvl,TA,TA,Y,135900,0
1174,L-001174,2007-03-01,1,1.1032480031782321,5,6,3086,1598,18030,61,13,3.0,0,1,0.59,1.17,0.23,92300.0,6.6,3,ClearCr,1Fam,1.5Fin,TA,Ex,Y,210300,0
1026,L-001026,2007-03-02,0,0.6148855629087023,5,5,882,882,7700,35,35,2.0,2,0,1.59,3.15,1.77,0.0,6.6,3,CollgCr,1Fam,1Story,TA,TA,Y,118600,0
1096,L-001096,2007-03-06,0,0.5299727880373042,6,5,1314,1314,9317,1,1,2.0,2,1,2.08,3.34,2.33,0.0,6.6,3,CollgCr,1Fam,1Story,Gd,Gd,Y,187300,0
1233,L-001233,2007-03-06,0,0.5231973261566899,4,5,1224,0,9842,45,45,2.0,2,0,2.91,4.56,0.69,0.0,6.6,3,NAmes,Duplex,1Story,TA,TA,Y,102800,0
646,L-000646,2007-03-07,0,0.6179558703863723,6,5,981,981,10530,36,36,2.5,2,0,1.85,4.79,0.66,0.0,6.6,3,NAmes,1Fam,1Story,TA,TA,Y,150300,0
1364,L-001364,2007-03-07,1,0.5741481473505893,6,5,1412,616,8499,1,0,2.5,2,1,1.48,6.49,1.88,48000.0,6.6,3,Gilbert,1Fam,2Story,TA,Gd,Y,159300,0
480,L-000480,2007-03-07,1,0.37303642798658787,4,7,1131,907,5925,70,7,1.0,2,0,3.1,7.31,3.35,26800.0,6.6,3,OldTown,1Fam,1Story,TA,TA,Y,94000,0
62,L-000062,2007-03-08,1,0.4232337018158286,5,7,1111,530,7200,87,11,1.0,1,0,2.82,5.98,2.34,26000.0,6.6,3,IDOTRR,1Fam,2.5Unf,TA,Fa,N,104000,0
1097,L-001097,2007-03-08,1,0.41184473160136503,6,7,1355,684,6882,93,1,1.5,0,0,3.07,6.93,1.91,41400.0,6.6,3,IDOTRR,1Fam,2Story,TA,Gd,Y,132200,0
439,L-000439,2007-03-08,1,0.7232459727041038,5,6,694,440,4280,94,5,1.0,1,1,1.04,3.65,1.39,20200.0,6.6,3,Crawfor,1Fam,1Story,TA,Gd,N,94700,0
530,L-000530,2007-03-08,1,0.692598376476124,6,3,2515,2035,32668,50,32,4.0,2,2,1.27,3.13,1.29,132000.0,6.6,3,Crawfor,1Fam,1Story,Gd,TA,Y,211800,0
1023,L-001023,2007-03-09,1,0.46946637799286806,5,5,1248,912,9439,77,57,1.0,1,0,2.02,6.55,3.16,40300.0,6.6,3,OldTown,1Fam,1.5Fin,TA,TA,Y,93200,0
478,L-000478,2007-03-13,0,1.3367193151675911,9,5,2643,2153,13693,1,1,2.5,3,1,0.16,0.43,1.4,0.0,6.6,3,NridgHt,1Fam,2Story,Ex,Ex,Y,396000,0
1191,L-001191,2007-03-16,1,0.5888062159101115,4,4,1622,1249,32463,46,32,2.0,4,1,1.995,2.88,1.38,26300.0,6.6,3,Mitchel,2fmCon,1Story,TA,TA,Y,173500,0
636,L-000636,2007-03-17,1,0.5214586854733734,6,7,3395,1440,10896,93,12,2.0,0,0,2.15,4.7,1.58,109000.0,6.6,3,SWISU,2fmCon,2.5Fin,Fa,Fa,Y,207800,0
688,L-000688,2007-03-18,0,0.9281799416328564,7,5,1102,551,5105,3,3,2.5,2,0,0.68,1.52,1.23,0.0,6.6,3,Somerst,TwnhsE,2Story,Gd,Gd,Y,152900,0
1390,L-001390,2007-03-19,1,0.4936132915467081,6,6,1218,735,6000,66,57,1.5,2,1,3.28,5.49,0.64,40100.0,6.6,3,BrkSide,1Fam,1.5Fin,TA,TA,Y,130600,0
1374,L-001374,2007-03-19,1,0.9941399801914823,10,5,2633,2633,11400,6,5,3.5,3,2,0.6,1.08,1.33,197600.0,6.6,3,NoRidge,1Fam,1Story,Ex,Ex,Y,456700,0
207,L-000207,2007-03-20,0,0.5446810395983837,5,5,1696,1140,13673,45,45,1.5,1,1,1.82,6.34,1.46,0.0,6.6,3,Sawyer,1Fam,1Story,TA,TA,Y,153300,0
1007,L-001007,2007-03-20,0,0.5093495643681547,6,3,1657,1657,12155,37,37,2.5,2,1,2.81,5.9,0.72,0.0,6.6,3,NAmes,1Fam,1Story,TA,TA,Y,168100,0
485,L-000485,2007-03-22,1,0.4790278277337206,5,7,999,999,7758,45,6,2.0,1,0,2.61,4.27,1.8,33000.0,6.6,3,Sawyer,1Fam,1Story,TA,Gd,Y,140100,0
933,L-000933,2007-03-23,0,0.8524406561135944,9,5,1905,1905,11670,1,1,2.0,3,1,0.64,2.71,1.78,0.0,6.6,3,Somerst,1Fam,1Story,Ex,Ex,Y,330100,0
1060,L-001060,2007-03-25,1,0.7316334564835565,6,7,1991,854,11275,75,57,1.5,2,1,1.09,2.95,1.37,72200.0,6.6,3,Crawfor,1Fam,1.5Fin,TA,TA,Y,235000,0
467,L-000467,2007-04-01,0,0.5402211694458666,7,5,1277,1277,10628,37,37,2.0,2,1,2.35,4.64,0.96,0.0,6.57,4,NAmes,1Fam,1Story,TA,TA,Y,177700,0
164,L-000164,2007-04-02,0,0.37459189611998317,4,6,882,882,5500,51,51,1.0,0,0,3.19,7.94,2.75,0.0,6.57,4,OldTown,1Fam,1.5Unf,TA,TA,Y,107500,0
1318,L-001318,2007-04-03,1,0.8810979552801812,7,5,1352,1352,4230,1,0,2.0,2,1,0.71,1.91,1.41,44100.0,6.57,4,Somerst,TwnhsE,1Story,Gd,Gd,Y,216000,0
1080,L-001080,2007-04-03,0,0.5228078605467925,5,5,990,990,8775,13,13,1.0,1,0,1.93,4.18,2.53,0.0,6.57,4,CollgCr,1Fam,1Story,TA,TA,Y,131000,0
1103,L-001103,2007-04-04,1,0.5143238402191039,5,7,1134,1010,7000,47,5,1.0,1,0,2.54,4.8,1.06,31900.0,6.57,4,NAmes,1Fam,1Story,TA,TA,Y,139100,0
503,L-000503,2007-04-04,0,0.40421605452668496,5,7,1214,1214,9170,42,42,2.0,2,0,3.1,7.48,1.96,0.0,6.57,4,Edwards,1Fam,1Story,TA,TA,Y,146000,0
882,L-000882,2007-04-04,1,0.7111546207205192,7,5,1717,1156,13758,17,16,2.5,2,1,1.18,2.28,2.0,82600.0,6.57,4,Timber,1Fam,1.5Fin,Gd,Gd,Y,191300,0
1176,L-001176,2007-04-05,1,1.00461125443425,8,5,2872,1683,10678,15,7,2.5,2,1,0.55,1.06,1.57,93400.0,6.57,4,NoRidge,1Fam,1.5Fin,Gd,Gd,Y,297100,0
118,L-000118,2007-04-06,1,0.39798755860607865,5,5,1125,1125,8536,1,0,1.5,2,0,3.71,5.82,1.67,29400.0,6.57,4,Edwards,1Fam,1Story,TA,TA,Y,165000,0
1430,L-001430,2007-04-06,0,0.607730536136109,6,7,1440,1440,12546,26,26,2.0,2,1,1.59,5.46,1.08,0.0,6.57,4,NWAmes,1Fam,1Story,Gd,Gd,Y,192800,0
419,L-000419,2007-04-06,1,0.4359200689134434,5,6,1134,756,8160,67,57,2.5,1,0,2.8,6.07,1.94,41700.0,6.57,4,Edwards,1Fam,1.5Fin,TA,TA,N,131400,0
1143,L-001143,2007-04-07,1,0.5730804638602949,8,5,2828,1466,9965,1,0,4.0,3,1,2.11,2.54,1.72,187300.0,6.57,4,CollgCr,1Fam,2Story,Gd,Gd,Y,431200,0
814,L-000814,2007-04-07,0,0.5685783119184759,6,6,1442,1442,9750,49,49,1.5,1,0,2.05,4.92,0.92,0.0,6.57,4,NAmes,1Fam,1Story,TA,TA,Y,172800,0
347,L-000347,2007-04-09,1,0.5696090680116239,6,8,958,958,12772,47,9,1.0,1,0,2.13,6.7,0.62,28900.0,6.57,4,NAmes,1Fam,1Story,TA,TA,Y,157500,0
797,L-000797,2007-04-09,0,0.45440067327276606,6,5,1285,660,8197,30,30,1.5,2,1,3.15,5.65,1.17,0.0,6.57,4,Sawyer,1Fam,1Story,TA,TA,Y,153200,0
610,L-000610,2007-04-12,0,0.5286650191778001,4,5,1029,1029,7943,46,46,2.0,1,0,2.45,4.63,1.0,0.0,6.57,4,Sawyer,1Fam,1Story,TA,TA,Y,123800,0
644,L-000644,2007-04-13,0,0.7354992223131717,5,5,1620,780,10793,38,38,2.5,2,0,1.15,3.35,0.93,0.0,6.57,4,NWAmes,1Fam,2Story,TA,TA,Y,154000,0
1029,L-001029,2007-04-15,1,0.6213386572186449,5,5,1376,768,9492,66,57,2.0,1,1,1.64,5.36,0.83,18200.0,6.57,4,NAmes,1Fam,1.5Fin,TA,TA,Y,109200,0
383,L-000383,2007-04-17,0,0.5705785511166328,7,5,1797,939,9245,1,1,2.5,2,0,1.54,4.47,2.51,0.0,6.57,4,CollgCr,1Fam,2Story,Gd,Gd,Y,229000,0
209,L-000209,2007-04-18,1,0.5531634739700199,7,5,2062,1157,14364,19,18,3.5,2,1,2.54,5.38,0.56,64400.0,6.57,4,SawyerW,1Fam,2Story,Gd,TA,Y,293000,0
548,L-000548,2007-04-23,0,0.6084842225916826,5,7,768,768,7244,37,37,2.0,2,0,1.95,4.15,0.74,0.0,6.57,4,Mitchel,1Fam,SFoyer,TA,TA,Y,132000,0
1105,L-001105,2007-04-24,0,0.39997965495694315,5,5,1302,630,2016,37,37,2.5,2,0,3.33,8.56,1.57,0.0,6.57,4,BrDale,TwnhsE,2Story,TA,TA,Y,108000,0
958,L-000958,2007-04-24,0,0.5095939290334927,5,5,1057,1057,7420,45,45,1.0,2,0,2.46,4.35,1.36,0.0,6.57,4,Sawyer,1Fam,1Story,TA,TA,Y,136300,0
1140,L-001140,2007-05-03,1,0.4941146555785999,5,5,1167,915,8731,87,57,1.0,2,1,2.88,6.94,0.73,29300.0,6.64,5,BrkSide,1Fam,1Story,TA,TA,Y,151500,0
1075,L-001075,2007-05-04,0,0.5420937398846245,7,5,1240,1240,8556,1,1,2.0,3,0,1.82,2.98,3.85,0.0,6.64,5,CollgCr,1Fam,1Story,Gd,Gd,Y,206600,0
1449,L-001449,2007-05-04,1,0.43177591463517884,4,7,1346,560,11767,97,7,1.5,1,0,2.78,7.43,1.78,39300.0,6.64,5,Edwards,1Fam,2Story,TA,TA,N,116000,0
270,L-000270,2007-05-04,0,0.48555532729262185,6,7,1113,1143,7917,31,31,2.5,1,1,2.43,5.67,1.52,0.0,6.64,5,Edwards,1Fam,1Story,TA,TA,Y,151100,0
501,L-000501,2007-05-04,0,0.4601219174286506,6,5,1218,672,1890,34,34,1.5,1,0,2.6,7.02,1.5,0.0,6.64,5,BrDale,Twnhs,2Story,TA,TA,Y,121500,0
2,L-000002,2007-05-04,0,1.0454540494262439,6,8,1262,1262,9600,31,31,2.5,2,1,0.33,1.65,1.86,0.0,6.64,5,Veenker,1Fam,1Story,TA,TA,Y,187400,0
1446,L-001446,2007-05-04,0,0.51359131407017,6,5,913,814,8400,41,41,2.0,1,0,2.19,5.8,1.37,0.0,6.64,5,Sawyer,1Fam,SFoyer,TA,TA,Y,136600,0
169,L-000169,2007-05-05,0,0.5606689366531886,7,5,1720,840,8244,3,3,2.5,2,1,1.54,6.62,1.96,0.0,6.64,5,Gilbert,1Fam,2Story,Gd,Gd,Y,194400,0
1107,L-001107,2007-05-05,1,0.48675709478682466,7,5,1442,910,10357,17,16,3.0,2,1,3.28,6.76,0.59,74400.0,6.64,5,SawyerW,1Fam,1Story,Gd,Gd,Y,190400,0
1398,L-001398,2007-05-06,1,0.5968575581238282,5,8,1513,939,6120,87,3,1.5,1,0,2.23,4.73,0.5,39400.0,6.64,5,BrkSide,1Fam,2Story,TA,TA,Y,148400,0
405,L-000405,2007-05-07,1,0.6301586656246565,6,5,1572,806,10364,12,11,2.5,2,1,1.26,5.53,1.7,56000.0,6.64,5,Gilbert,1Fam,2Story,TA,TA,Y,175300,0
1348,L-001348,2007-05-07,1,0.741420235606933,8,5,1776,1732,15306,1,0,3.0,3,1,0.97,2.57,2.2,67100.0,6.64,5,Timber,1Fam,1Story,Gd,Gd,Y,293700,0
1070,L-001070,2007-05-07,1,0.6092504393689699,5,7,893,845,9600,58,4,1.5,2,0,1.89,6.05,0.56,34800.0,6.64,5,NAmes,1Fam,1.5Unf,TA,Gd,Y,137200,0
1136,L-001136,2007-05-08,1,0.601754399877115,6,5,986,960,6180,81,57,1.0,1,1,2.03,5.61,0.53,22900.0,6.64,5,BrkSide,1Fam,1Story,TA,TA,N,105600,0
868,L-000868,2007-05-09,0,0.5107638859168847,4,5,1120,1040,6970,46,46,2.5,2,0,2.6,4.59,1.09,0.0,6.64,5,Sawyer,1Fam,1Story,TA,Fa,Y,134900,0
519,L-000519,2007-05-10,0,0.6552702352831375,6,5,1796,794,9531,9,9,3.5,2,0,1.27,2.89,2.48,0.0,6.64,5,CollgCr,1Fam,2Story,TA,TA,Y,219900,0
1121,L-001121,2007-05-11,1,0.42361112414588353,6,5,1012,1012,8263,87,57,1.0,1,1,3.25,6.77,1.42,42300.0,6.64,5,IDOTRR,1Fam,1Story,TA,TA,Y,125400,0
792,L-000792,2007-05-11,0,0.6217286249878274,6,5,1062,1029,11333,31,31,2.0,2,2,2.26,2.15,0.92,0.0,6.64,5,Mitchel,1Fam,SLvl,TA,TA,Y,152900,0
1019,L-001019,2007-05-11,1,0.5807356111101075,7,5,1472,384,10784,16,15,2.5,2,1,1.49,5.67,1.88,67500.0,6.64,5,Gilbert,1Fam,SLvl,Gd,Gd,Y,170900,0
1185,L-001185,2007-05-12,0,0.823881898268032,5,4,1572,1572,35133,44,44,2.5,3,2,0.85,1.68,2.1,0.0,6.64,5,Timber,1Fam,1Story,TA,TA,Y,193100,0
469,L-000469,2007-05-13,0,1.324516535788495,8,5,1634,1626,11428,1,1,2.0,3,1,0.18,0.41,1.45,0.0,6.64,5,NridgHt,1Fam,1Story,Gd,Gd,Y,260000,0
522,L-000522,2007-05-13,0,0.549640019973024,6,6,1244,1244,11988,50,50,1.5,1,2,2.73,4.94,0.52,0.0,6.64,5,NAmes,1Fam,1Story,TA,TA,Y,154900,0
1114,L-001114,2007-05-13,1,0.6406697302943589,5,7,1008,1008,8923,54,1,2.0,1,0,1.68,5.54,0.57,39900.0,6.64,5,NAmes,1Fam,1Story,TA,Gd,Y,150000,0
732,L-000732,2007-05-15,0,0.7559909992610865,7,5,1146,868,9590,4,4,3.0,2,1,0.88,2.89,2.14,0.0,6.64,5,Timber,1Fam,SLvl,Gd,Gd,Y,201300,0
95,L-000095,2007-05-15,0,0.5344067202771997,6,5,1786,824,9337,10,10,3.5,2,0,1.86,3.51,3.06,0.0,6.64,5,CollgCr,1Fam,2Story,TA,Gd,Y,213800,0
302,L-000302,2007-05-17,1,0.5407742259142477,8,5,2452,1028,16226,9,8,2.5,2,1,1.82,3.83,2.63,114400.0,6.64,5,CollgCr,1Fam,2Story,Gd,Gd,Y,280900,0
279,L-000279,2007-05-18,1,1.2407454270182245,9,5,2121,2121,14450,1,0,2.5,3,1,0.26,0.49,1.69,83900.0,6.64,5,NridgHt,1Fam,1Story,Ex,Ex,Y,447100,0
1327,L-001327,2007-05-20,1,0.43031943144982887,3,6,774,544,4270,76,1,1.0,0,0,2.99,6.67,1.62,16000.0,6.64,5,Edwards,1Fam,1Story,TA,Gd,Y,84500,0
98,L-000098,2007-05-20,0,0.5068669643404797,4,5,960,960,10921,42,42,2.0,1,0,2.36,5.98,1.18,0.0,6.64,5,Edwards,1Fam,1Story,TA,TA,Y,100200,0
1216,L-001216,2007-05-21,0,0.5263544252412983,5,5,894,894,7094,41,41,1.0,1,0,2.31,4.43,1.27,0.0,6.64,5,Sawyer,1Fam,1Story,TA,TA,Y,129000,0
741,L-000741,2007-05-22,1,0.3760295388904573,5,7,1432,264,9600,97,5,2.0,2,0,3.45,8.33,2.07,40000.0,6.64,5,OldTown,1Fam,2Story,TA,TA,Y,133700,0
1163,L-001163,2007-05-22,0,0.5019327452274036,5,5,894,894,8724,39,39,1.0,2,1,2.48,5.11,1.26,0.0,6.64,5,Sawyer,1Fam,1Story,TA,TA,Y,132100,0
1133,L-001133,2007-05-23,1,0.28737438910745927,6,4,2210,1008,9900,127,57,2.0,1,0,5.24,12.31,2.35,89200.0,6.64,5,OldTown,1Fam,2Story,TA,Fa,Y,123100,0
1437,L-001437,2007-05-23,0,0.6111745740947492,4,6,864,864,9000,36,36,1.0,2,0,2.09,3.94,0.61,0.0,6.64,5,NAmes,1Fam,1Story,TA,TA,Y,126700,0
735,L-000735,2007-05-24,0,0.47645658711527095,5,5,948,948,8978,39,39,1.0,1,0,2.57,6.06,1.39,0.0,6.64,5,Sawyer,1Fam,1Story,TA,TA,Y,112300,0
927,L-000927,2007-05-24,1,1.3248004724815752,8,5,2374,1181,11999,4,3,2.5,3,1,0.17,0.49,1.23,95000.0,6.64,5,NridgHt,1Fam,2Story,Gd,Ex,Y,285900,0
171,L-000171,2007-05-24,1,0.42518550279296335,5,6,1382,720,12358,66,57,1.5,2,0,2.8,8.82,1.7,24200.0,6.64,5,OldTown,1Fam,1.5Fin,TA,TA,Y,133100,0
547,L-000547,2007-05-25,1,0.4953421335652043,6,7,1635,1065,8737,84,57,1.5,2,1,3.03,8.78,0.53,27000.0,6.64,5,BrkSide,1Fam,1.5Fin,TA,TA,Y,215800,0
497,L-000497,2007-05-25,1,1.063391688300162,8,5,3228,3200,12692,15,14,4.0,2,1,0.5,0.81,1.49,134100.0,6.64,5,NoRidge,1Fam,1Story,Gd,Gd,Y,436300,0
642,L-000642,2007-05-27,0,0.8498138167444176,7,5,1929,1057,7050,6,6,3.5,2,1,0.71,2.78,1.26,0.0,6.64,5,Somerst,1Fam,2Story,Gd,Gd,Y,236300,0
979,L-000979,2007-05-27,0,0.4300836091071913,4,5,894,894,9450,53,53,1.0,2,0,2.91,6.4,1.81,0.0,6.64,5,Edwards,1Fam,1Story,TA,TA,Y,114100,0
1250,L-001250,2007-05-27,0,0.5402631882165422,5,7,988,876,7200,57,57,1.0,1,0,2.46,5.88,0.68,0.0,6.64,5,NAmes,1Fam,1Story,TA,TA,Y,124600,0
583,L-000583,2007-05-27,0,0.4113432582993582,6,5,816,816,11841,17,17,2.0,0,0,3.34,7.55,1.45,0.0,6.64,5,Edwards,Duplex,SFoyer,TA,TA,Y,123500,0
544,L-000544,2007-06-01,0,0.46678663716888924,7,5,767,723,4058,9,9,2.0,1,0,3.53,4.9,0.86,0.0,6.61,6,NAmes,TwnhsE,SFoyer,TA,TA,Y,138400,0
944,L-000944,2007-06-02,0,0.6129624849213964,5,4,1632,1632,25000,40,40,2.0,2,0,1.96,3.65,0.79,0.0,6.61,6,Mitchel,Duplex,1Story,TA,TA,Y,147200,0
1226,L-001226,2007-06-03,0,0.6850081776014156,6,8,1138,588,10482,49,49,1.5,1,0,1.47,5.04,0.52,0.0,6.61,6,NAmes,1Fam,SLvl,TA,TA,Y,150500,0
444,L-000444,2007-06-03,1,0.6871995725543228,7,5,1258,1258,3922,1,0,2.0,3,1,1.37,3.52,0.94,44600.0,6.61,6,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,178200,0
901,L-000901,2007-06-04,0,0.6234871300107385,4,6,858,858,7340,36,36,1.0,1,0,1.83,5.23,0.58,0.0,6.61,6,NAmes,1Fam,1Story,TA,TA,Y,111700,0
837,L-000837,2007-06-05,1,0.349741231169172,5,6,1559,1559,8100,59,34,2.0,2,0,4.06,8.85,1.96,28200.0,6.61,6,OldTown,1Fam,1Story,TA,TA,Y,158400,0
1053,L-001053,2007-06-05,1,0.5968671462458311,6,6,1977,816,9500,43,29,2.0,2,1,1.99,5.38,0.63,66400.0,6.61,6,NAmes,1Fam,2Story,TA,TA,Y,170200,0
793,L-000793,2007-06-06,1,1.032289628180039,7,5,2013,1117,9920,11,10,3.5,2,1,0.46,1.19,1.52,72500.0,6.61,6,NoRidge,1Fam,2Story,Gd,TA,Y,286300,0
72,L-000072,2007-06-06,1,0.5545675154577488,4,6,845,845,7599,25,1,2.0,2,0,2.56,4.2,0.69,22600.0,6.61,6,Mitchel,1Fam,1Story,TA,TA,Y,136200,0
1341,L-001341,2007-06-07,0,0.6122868393207982,4,5,872,858,8294,36,36,1.0,4,0,1.87,5.45,0.61,0.0,6.61,6,NAmes,1Fam,1Story,TA,TA,Y,132400,0
250,L-000250,2007-06-07,1,1.1315395966551893,6,7,2144,1444,159000,49,1,2.5,2,2,0.52,1.14,0.25,92600.0,6.61,6,ClearCr,1Fam,1.5Fin,Gd,Gd,Y,290100,0
1165,L-001165,2007-06-07,0,1.0867294925805007,5,7,1432,1360,16157,29,29,2.5,2,1,0.235,1.83,1.99,0.0,6.61,6,Veenker,1Fam,SLvl,TA,Gd,Y,207400,0
468,L-000468,2007-06-08,1,0.599192275752421,5,7,1644,728,9480,65,12,1.5,1,2,2.05,4.33,0.69,64200.0,6.61,6,NAmes,1Fam,2Story,TA,Gd,Y,151300,0
116,L-000116,2007-06-08,0,0.9942647074448304,6,5,1458,729,3230,8,8,2.5,2,1,0.37,2.75,1.29,0.0,6.61,6,Somerst,TwnhsE,2Story,TA,TA,Y,183500,0
1242,L-001242,2007-06-09,0,0.9430262944627223,7,6,1689,1689,9849,0,0,2.0,3,0,0.52,2.32,1.23,0.0,6.61,6,Somerst,1Fam,1Story,Gd,Gd,Y,267200,0
881,L-000881,2007-06-10,1,0.44537139717384233,5,5,1090,1090,7024,2,1,2.5,2,0,2.65,6.32,1.91,16200.0,6.61,6,Edwards,1Fam,1Story,TA,TA,Y,168700,0
286,L-000286,2007-06-10,1,0.9029592041800643,7,5,1250,625,4251,1,0,2.5,2,0,0.6,2.11,1.56,43600.0,6.61,6,Somerst,TwnhsE,2Story,Gd,Gd,Y,175200,0
487,L-000487,2007-06-10,0,0.5644591611479028,5,7,1073,1073,10289,42,42,2.5,2,0,2.02,5.0,1.0,0.0,6.61,6,NAmes,1Fam,1Story,TA,TA,Y,156900,0
297,L-000297,2007-06-10,0,0.4560020409517624,5,5,1558,910,13710,57,57,1.5,1,0,2.69,5.36,1.82,0.0,6.61,6,IDOTRR,1Fam,1.5Fin,TA,TA,Y,156700,0
1071,L-001071,2007-06-11,0,0.5852018352018351,5,5,1048,1048,10152,51,51,2.0,1,0,1.97,6.15,0.68,0.0,6.61,6,NAmes,1Fam,1Story,TA,TA,Y,144400,0
800,L-000800,2007-06-12,1,0.4519122306341178,5,7,1768,731,7200,70,57,2.5,1,2,2.47,5.79,2.33,67300.0,6.61,6,SWISU,1Fam,1.5Fin,TA,Gd,Y,183800,0
122,L-000122,2007-06-12,1,0.37846270987049346,4,5,1123,732,6060,68,57,1.0,1,0,3.94,6.34,1.78,17900.0,6.61,6,IDOTRR,1Fam,1.5Fin,TA,TA,Y,105200,0
861,L-000861,2007-06-12,1,0.7170201224298536,7,8,1426,912,7642,89,9,1.5,1,1,1.13,3.84,1.08,49000.0,6.61,6,Crawfor,1Fam,1.5Fin,Gd,Gd,Y,198400,0
24,L-000024,2007-06-12,0,0.4280269855987021,5,7,1060,1040,4224,31,31,2.0,2,1,2.56,7.49,2.4,0.0,6.61,6,MeadowV,TwnhsE,1Story,TA,TA,Y,134100,0
690,L-000690,2007-06-13,1,1.2774266731485984,6,5,1362,1362,7577,2,1,2.0,2,1,0.21,0.5,1.55,58800.0,6.61,6,NridgHt,TwnhsE,1Story,Gd,Gd,Y,200800,0
68,L-000068,2007-06-13,0,0.5965510725302485,7,5,1479,1453,10665,4,4,3.0,2,0,1.51,3.56,2.39,0.0,6.61,6,CollgCr,1Fam,1Story,Gd,Gd,Y,222200,0
781,L-000781,2007-06-14,1,0.5252112127439523,7,5,1253,1237,7875,12,11,2.0,2,1,1.99,3.98,2.32,48500.0,6.61,6,Gilbert,1Fam,1Story,TA,TA,Y,180900,0
1313,L-001313,2007-06-15,0,1.03285711486076,8,5,2810,1453,9572,17,17,2.5,2,1,0.46,1.33,1.25,0.0,6.61,6,NoRidge,1Fam,2Story,Gd,Gd,Y,311700,0
183,L-000183,2007-06-16,1,0.4060321029063956,5,6,1340,0,9060,50,1,1.0,1,1,2.91,6.96,2.43,28000.0,6.61,6,Edwards,1Fam,1Story,TA,TA,Y,128000,0
1425,L-001425,2007-06-16,1,0.5066176790224572,5,5,1344,1024,9503,49,24,2.0,1,1,2.96,4.29,0.88,34100.0,6.61,6,NAmes,1Fam,1Story,TA,TA,Y,150300,0
500,L-000500,2007-06-16,1,0.5752892012462377,5,7,912,912,7535,49,22,1.5,1,0,2.19,5.43,0.63,23700.0,6.61,6,NAmes,1Fam,1Story,TA,TA,Y,121400,0
298,L-000298,2007-06-17,1,0.9079450684616737,7,5,1950,975,7399,10,9,2.5,2,1,0.68,1.71,1.34,47400.0,6.61,6,Somerst,1Fam,2Story,Gd,Gd,Y,249700,0
227,L-000227,2007-06-18,0,1.014177837468008,7,5,2520,1203,9950,12,12,2.5,3,1,0.52,1.01,1.79,0.0,6.61,6,NoRidge,1Fam,2Story,Gd,Gd,Y,299900,0
707,L-000707,2007-06-19,1,1.1648373750143661,7,5,1824,1643,115149,36,5,3.0,2,2,0.54,1.0,0.13,59900.0,6.61,6,ClearCr,1Fam,1Story,TA,Gd,Y,311300,0
128,L-000128,2007-06-19,1,0.42812854120939,5,7,840,672,4388,77,57,1.0,0,1,2.65,7.91,2.06,20500.0,6.61,6,OldTown,1Fam,1.5Unf,TA,TA,Y,91800,0
322,L-000322,2007-06-19,0,1.3281954168449612,8,5,2468,1136,12099,3,3,3.5,3,1,0.19,0.42,1.21,0.0,6.61,6,NridgHt,1Fam,2Story,Gd,Gd,Y,378200,0
