Id,listing_id,listing_date,dist_school_km,dist_hospital_km,dist_transit_km,renovated,renovation_cost_usd,days_on_market,local_interest_rate_pct,market_price_index,sale_price,sale_price_kaggle
807,L-000807,2006-10-27,2.01,3.98,0.88,No,,19,6.43,103.16,137400,135500
1395,L-001395,2006-10-27,1.58,2.52,0.79,No,,58,6.43,103.16,254900,246578
1207,L-001207,2006-11-01,2.6,3.46,0.55,No,,13,6.52,103.51,117500,107000
1055,L-001055,2006-11-03,1.57,2.87,1.92,No,,64,6.52,103.51,265100,255000
1197,L-001197,2006-11-04,1.67,7.85,1.9,No,,64,6.52,103.51,226400,219210
1296,L-001296,2006-11-06,1.61,4.02,0.85,No,,41,6.52,103.51,142300,138500
1273,L-001273,2006-11-07,2.99,5.94,1.8,No,,29,6.52,103.51,135600,137000
930,L-000930,2006-11-09,1.33,8.49,1.28,No,,34,6.52,103.51,221200,222000
625,L-000625,2006-11-10,0.94,3.72,1.06,No,,36,6.52,103.51,165600,165150
1152,L-001152,2006-11-10,2.72,5.66,1.39,N,,57,6.52,103.51,154100,149900
21,L-000021,2006-11-12,0.25,0.39,1.49,Yes,95200.0,22,6.52,103.51,333800,325300
145,L-000145,2006-11-12,1.74,4.24,1.01,No,,16,6.52,103.51,127300,125000
310,L-000310,2006-11-13,0.27,0.44,1.48,Yes,59100.0,24,6.52,103.51,359800,360000
666,L-000666,2006-11-16,1.77,5.96,1.98,No,,63,6.52,103.51,227600,230500
1033,L-001033,2006-11-18,0.44,0.8,1.87,No,,33,6.52,103.51,310200,310000
1221,L-001221,2006-11-23,1.78,5.39,0.62,No,,22,6.52,103.51,121000,115000
669,L-000669,2006-11-23,2.48,4.1,0.88,Yes,43700.0,52,6.52,103.51,172200,168000
54,L-000054,2006-11-27,0.25,1.99,1.46,Yes,100700.0,159,6.52,103.51,391200,385000
1303,L-001303,2006-12-06,0.56,0.94,2.42,No,,31,6.54,103.44,310700,290000
694,L-000694,2006-12-08,3.43,6.24,2.72,Yes,37800.0,18,6.54,103.44,111000,108480
971,L-000971,2006-12-10,2.28,4.89,0.52,Yes,51500.0,38,6.54,103.44,137500,135000
452,L-000452,2006-12-13,0.52,1.33,0.21,No,,90,6.54,103.44,282800,280000
721,L-000721,2006-12-14,0.23,2.74,2.83,No,,61,6.54,103.44,276000,275000
29,L-000029,2006-12-16,1.91,3.59,0.46,Yes,51900.0,56,6.54,103.44,221200,207500
570,L-000570,2006-12-21,1.89,4.51,0.76,No,,41,6.54,103.44,141300,135960
352,L-000352,2006-12-27,0.46,1.44,0.2,No,,27,6.54,103.44,195300,190000
92,L-000092,2006-12-27,2.28,6.02,0.82,No,,25,6.54,103.44,102200,98600
1393,L-001393,2006-12-27,2.53,5.3,0.55,No,,17,6.54,103.44,127400,123000
1420,L-001420,2006-12-27,1.51,2.41,1.04,No,,37,6.54,103.44,238800,223000
41,L-000041,2006-12-27,2.08,5.45,0.77,No,,59,6.54,103.44,165500,160000
1267,L-001267,2007-01-04,3.14,6.32,2.08,Yes,74100.0,24,6.53,103.72,125800,122000
50,L-000050,2007-01-06,2.84,6.81,1.23,No,,22,6.53,103.72,129800,127000
151,L-000151,2007-01-07,1.93,2.61,1.95,No,,27,6.53,103.72,119600,122000
877,L-000877,2007-01-09,1.92,3.99,0.86,No,,26,6.53,103.72,132700,132250
1246,L-001246,2007-01-10,1.3,5.33,0.85,Yes,40500.0,46,6.53,103.72,183500,178000
692,L-000692,2007-01-11,0.52,1.48,2.03,Yes,220200.0,314,6.53,103.72,761400,755000
846,L-000846,2007-01-12,2.46,4.78,1.51,Yes,59000.0,77,6.53,103.72,168700,171000
534,L-000534,2007-01-20,2.7,5.84,0.61,Yes,6400.0,8,6.53,103.72,42000,39300
1312,L-001312,2007-01-20,1.55,3.52,1.49,Yes,48800.0,28,6.53,103.72,209500,203000
916,L-000916,2007-01-20,3.97,7.36,1.97,No,,16,6.53,103.72,78200,75000
281,L-000281,2007-01-21,3.47,5.0,0.62,No,,53,6.53,103.72,233800,228500
1002,L-001002,2007-01-24,3.12,7.23,2.2,Y,19600.0,19,6.53,103.72,90600,86000
1223,L-001223,2007-01-25,2.16,4.59,0.74,Yes,57200.0,24,6.53,103.72,141700,143000
1320,L-001320,2007-02-01,2.75,4.36,1.52,No,,20,6.6,104.51,114000,111000
598,L-000598,2007-02-02,1.59,5.13,0.93,Yes,54500.0,33,6.6,104.51,198700,194201
488,L-000488,2007-02-02,1.56,2.92,1.19,No,,35,6.6,104.51,188000,175000
1325,L-001325,2007-02-03,0.6,2.88,1.38,Yes,68300.0,26,6.6,104.51,157300,147000
71,L-000071,2007-02-06,1.96,4.18,0.69,No,,55,6.6,104.51,257500,244000
127,L-000127,2007-02-18,1.96,4.26,0.23,No,,27,6.6,104.51,133000,128000
1396,L-001396,2007-02-24,1.19,1.93,2.16,Yes,78300.0,25,6.6,104.51,295000,281213
55,L-000055,2007-02-27,3.22,6.22,0.74,No,,22,6.6,104.51,135900,130000
1174,L-001174,2007-03-01,0.59,1.17,0.23,Yes,92300.0,48,6.6,104.46,210300,200500
1026,L-001026,2007-03-02,1.59,3.15,1.77,No,,10,6.6,104.46,118600,112500
1233,L-001233,2007-03-06,2.91,4.56,0.69,No,,18,6.6,104.46,102800,101800
1096,L-001096,2007-03-06,2.08,3.34,2.33,No,,39,6.6,104.46,187300,176432
646,L-000646,2007-03-07,1.85,4.79,0.66,No,,24,6.6,104.46,150300,143250
1364,L-001364,2007-03-07,1.48,6.49,1.88,Yes,48000.0,29,6.6,104.46,159300,156932
480,L-000480,2007-03-07,3.1,7.31,3.35,Yes,26800.0,25,6.6,104.46,94000,89471
62,L-000062,2007-03-08,2.82,5.98,2.34,Yes,26000.0,25,6.6,104.46,104000,101000
1097,L-001097,2007-03-08,3.07,6.93,1.91,Yes,41400.0,28,6.6,104.46,132200,127000
439,L-000439,2007-03-08,1.04,3.65,1.39,Yes,20200.0,7,6.6,104.46,94700,90350
530,L-000530,2007-03-08,1.27,3.13,1.29,Yes,132000.0,29,6.6,104.46,211800,200624
1023,L-001023,2007-03-09,2.02,6.55,3.16,Yes,40300.0,18,6.6,104.46,93200,87000
478,L-000478,2007-03-13,0.16,0.43,1.4,No,,70,6.6,104.46,396000,380000
1191,L-001191,2007-03-16,,2.88,1.38,Yes,26300.0,33,6.6,104.46,173500,168000
636,L-000636,2007-03-17,2.15,4.7,1.58,Yes,109000.0,144,6.6,104.46,207800,200000
688,L-000688,2007-03-18,0.68,1.52,1.23,No,,24,6.6,104.46,152900,148800
1390,L-001390,2007-03-19,3.28,5.49,0.64,Yes,40100.0,50,6.6,104.46,130600,131000
1374,L-001374,2007-03-19,0.6,1.08,1.33,Yes,197600.0,183,6.6,104.46,456700,466500
207,L-000207,2007-03-20,1.82,6.34,1.46,No,,40,6.6,104.46,153300,143900
1007,L-001007,2007-03-20,2.81,5.9,0.72,No,,55,6.6,104.46,168100,163500
485,L-000485,2007-03-22,2.61,4.27,1.8,Yes,33000.0,32,6.6,104.46,140100,132500
933,L-000933,2007-03-23,0.64,2.71,1.78,No,,37,6.6,104.46,330100,320000
1060,L-001060,2007-03-25,1.09,2.95,1.37,Yes,72200.0,22,6.6,104.46,235000,220000
467,L-000467,2007-04-01,2.35,4.64,0.96,No,,26,6.57,104.41,177700,167000
164,L-000164,2007-04-02,3.19,7.94,2.75,No,,23,6.57,104.41,107500,103200
1080,L-001080,2007-04-03,1.93,4.18,2.53,No,,19,6.57,104.41,131000,126000
1318,L-001318,2007-04-03,0.71,1.91,1.41,Yes,44100.0,28,6.57,104.41,216000,208900
882,L-000882,2007-04-04,1.18,2.28,2.0,Yes,82600.0,18,6.57,104.41,191300,187500
503,L-000503,2007-04-04,3.1,7.48,1.96,No,,30,6.57,104.41,146000,140000
1103,L-001103,2007-04-04,2.54,4.8,1.06,Yes,31900.0,18,6.57,104.41,139100,135000
1176,L-001176,2007-04-05,0.55,1.06,1.57,Yes,93400.0,26,6.57,104.41,297100,285000
118,L-000118,2007-04-06,3.71,5.82,1.67,Yes,29400.0,62,6.57,104.41,165000,155000
1430,L-001430,2007-04-06,1.59,5.46,1.08,No,,44,6.57,104.41,192800,182900
419,L-000419,2007-04-06,2.8,6.07,1.94,Yes,41700.0,52,6.57,104.41,131400,126000
1143,L-001143,2007-04-07,2.11,2.54,1.72,Yes,187300.0,164,6.57,104.41,431200,424870
814,L-000814,2007-04-07,,4.92,0.92,No,,57,6.57,104.41,172800,157900
347,L-000347,2007-04-09,2.13,6.7,0.62,Yes,28900.0,31,6.57,104.41,157500,151500
797,L-000797,2007-04-09,3.15,5.65,1.17,No,,43,6.57,104.41,153200,143500
610,L-000610,2007-04-12,,4.63,1.0,No,,32,6.57,104.41,123800,118500
644,L-000644,2007-04-13,1.15,3.35,0.93,No,,23,6.57,104.41,154000,152000
1029,L-001029,2007-04-15,1.64,5.36,0.83,Yes,18200.0,21,6.57,104.41,109200,105000
383,L-000383,2007-04-17,1.54,4.47,2.51,No,,29,6.57,104.41,229000,213500
209,L-000209,2007-04-18,2.54,5.38,0.56,Yes,64400.0,74,6.57,104.41,293000,277000
548,L-000548,2007-04-23,1.95,4.15,0.74,No,,32,6.57,104.41,132000,129500
1105,L-001105,2007-04-24,3.33,8.56,1.57,No,,19,6.57,104.41,108000,106000
958,L-000958,2007-04-24,2.46,4.35,1.36,No,,61,6.57,104.41,136300,132000
1140,L-001140,2007-05-03,2.88,6.94,0.73,Yes,29300.0,41,6.64,104.78,151500,144000
2,L-000002,2007-05-04,0.33,1.65,1.86,No,,17,6.64,104.78,187400,181500
501,L-000501,2007-05-04,2.6,7.02,1.5,No,,23,6.64,104.78,121500,113000
1446,L-001446,2007-05-04,2.19,5.8,1.37,No,,33,6.64,104.78,136600,129000
270,L-000270,2007-05-04,2.43,5.67,1.52,No,,41,6.64,104.78,151100,148000
1449,L-001449,2007-05-04,2.78,7.43,1.78,Yes,39300.0,43,6.64,104.78,116000,112000
1075,L-001075,2007-05-04,1.82,2.98,3.85,No,,54,6.64,104.78,206600,194000
169,L-000169,2007-05-05,1.54,6.62,1.96,No,,60,6.64,104.78,194400,183500
1107,L-001107,2007-05-05,3.28,6.76,0.59,Yes,74400.0,25,6.64,104.78,190400,179900
1398,L-001398,2007-05-06,2.23,4.73,0.5,Yes,39400.0,79,6.64,104.78,148400,137500
405,L-000405,2007-05-07,1.26,5.53,1.7,Yes,56000.0,34,6.64,104.78,175300,168000
1348,L-001348,2007-05-07,0.97,2.57,2.2,Yes,67100.0,50,6.64,104.78,293700,283463
1070,L-001070,2007-05-07,1.89,6.05,0.56,Yes,34800.0,70,6.64,104.78,137200,135000
1136,L-001136,2007-05-08,2.03,5.61,0.53,Yes,22900.0,20,6.64,104.78,105600,102000
868,L-000868,2007-05-09,2.6,4.59,1.09,No,,59,6.64,104.78,134900,129000
519,L-000519,2007-05-10,1.27,2.89,2.48,No,,29,6.64,104.78,219900,211000
1121,L-001121,2007-05-11,3.25,6.77,1.42,Yes,42300.0,38,6.64,104.78,125400,118400
792,L-000792,2007-05-11,2.26,2.15,0.92,No,,34,6.64,104.78,152900,146800
1019,L-001019,2007-05-11,1.49,5.67,1.88,Yes,67500.0,23,6.64,104.78,170900,160000
1185,L-001185,2007-05-12,0.85,1.68,2.1,No,,26,6.64,104.78,193100,186700
469,L-000469,2007-05-13,0.18,0.41,1.45,No,,16,6.64,104.78,260000,250000
522,L-000522,2007-05-13,2.73,4.94,0.52,no,,48,6.64,104.78,154900,150000
1114,L-001114,2007-05-13,1.68,5.54,0.57,Yes,39900.0,14,6.64,104.78,150000,134500
1114,L-901114,2007-05-15,1.68,5.54,0.57,Yes,39900.0,14,6.64,104.78,150000,134500
732,L-000732,2007-05-15,0.88,2.89,2.14,No,,19,6.64,104.78,201300,187500
95,L-000095,2007-05-15,1.86,3.51,3.06,No,,37,6.64,104.78,213800,204750
302,L-000302,2007-05-17,1.82,3.83,2.63,Yes,114400.0,64,6.64,104.78,280900,267000
279,L-000279,2007-05-18,0.26,0.49,1.69,Yes,83900.0,69,6.64,104.78,447100,415298
1327,L-001327,2007-05-20,2.99,6.67,1.62,Yes,16000.0,9,6.64,104.78,84500,79000
98,L-000098,2007-05-20,2.36,5.98,1.18,No,,31,6.64,104.78,100200,94750
1216,L-001216,2007-05-21,2.31,4.43,1.27,No,,41,6.64,104.78,129000,125000
741,L-000741,2007-05-22,3.45,8.33,2.07,Yes,40000.0,33,6.64,104.78,133700,132000
1163,L-001163,2007-05-22,2.48,5.11,1.26,No,,78,6.64,104.78,132100,129000
1133,L-001133,2007-05-23,5.24,12.31,2.35,Yes,89200.0,20,6.64,104.78,123100,117500
1437,L-001437,2007-05-23,2.09,3.94,0.61,N,,24,6.64,104.78,126700,120500
735,L-000735,2007-05-24,2.57,6.06,1.39,No,,24,6.64,104.78,112300,108000
927,L-000927,2007-05-24,0.17,0.49,1.23,Yes,95000.0,31,6.64,104.78,285900,285000
171,L-000171,2007-05-24,2.8,8.82,1.7,Yes,24200.0,67,6.64,104.78,133100,128500
497,L-000497,2007-05-25,0.5,0.81,1.49,Yes,134100.0,36,6.64,104.78,436300,430000
547,L-000547,2007-05-25,3.03,8.78,0.53,Yes,27000.0,115,6.64,104.78,215800,210000
642,L-000642,2007-05-27,0.71,2.78,1.26,No,,59,6.64,104.78,236300,226000
979,L-000979,2007-05-27,,6.4,1.81,No,,30,6.64,104.78,114100,110000
1250,L-001250,2007-05-27,2.46,5.88,0.68,No,,30,6.64,104.78,124600,119000
583,L-000583,2007-05-27,3.34,7.55,1.45,No,,21,6.64,104.78,123500,118500
544,L-000544,2007-06-01,3.53,4.9,0.86,no,,38,6.61,105.18,138400,133000
944,L-000944,2007-06-02,1.96,3.65,0.79,No,,35,6.61,105.18,147200,143000
1226,L-001226,2007-06-03,1.47,5.04,0.52,No,,42,6.61,105.18,150500,145000
444,L-000444,2007-06-03,1.37,3.52,0.94,Yes,44600.0,52,6.61,105.18,178200,172500
901,L-000901,2007-06-04,1.83,5.23,0.58,No,,19,6.61,105.18,111700,110000
1053,L-001053,2007-06-05,1.99,5.38,0.63,Yes,66400.0,45,6.61,105.18,170200,165000
837,L-000837,2007-06-05,4.06,8.85,1.96,Yes,28200.0,54,6.61,105.18,158400,153500
793,L-000793,2007-06-06,0.46,1.19,1.52,Yes,72500.0,25,6.61,105.18,286300,269790
72,L-000072,2007-06-06,2.56,4.2,0.69,Yes,22600.0,21,6.61,105.18,136200,129500
1341,L-001341,2007-06-07,1.87,5.45,0.61,No,,999,6.61,105.18,132400,123000
250,L-000250,2007-06-07,0.52,1.14,0.25,Yes,92600.0,84,6.61,105.18,290100,277000
1165,L-001165,2007-06-07,,1.83,1.99,No,,22,6.61,105.18,207400,194000
468,L-000468,2007-06-08,2.05,4.33,0.69,Yes,64200.0,36,6.61,105.18,151300,146500
116,L-000116,2007-06-08,0.37,2.75,1.29,No,,11,6.61,105.18,183500,176000
1242,L-001242,2007-06-09,0.52,2.32,1.23,No,,31,6.61,105.18,267200,248328
297,L-000297,2007-06-10,2.69,5.36,1.82,No,,45,6.61,105.18,156700,152000
487,L-000487,2007-06-10,2.02,5.0,1.0,No,,46,6.61,105.18,156900,156000
881,L-000881,2007-06-10,2.65,6.32,1.91,Yes,16200.0,84,6.61,105.18,168700,157000
286,L-000286,2007-06-10,0.6,2.11,1.56,Yes,43600.0,9,6.61,105.18,175200,164700
1071,L-001071,2007-06-11,1.97,6.15,0.68,No,,27,6.61,105.18,144400,135000
800,L-000800,2007-06-12,2.47,5.79,2.33,Yes,67300.0,58,6.61,105.18,183800,175000
122,L-000122,2007-06-12,3.94,6.34,1.78,Yes,17900.0,60,6.61,105.18,105200,100000
861,L-000861,2007-06-12,1.13,3.84,1.08,Yes,49000.0,25,6.61,105.18,198400,189950
24,L-000024,2007-06-12,2.56,7.49,2.4,NO,,88,6.61,105.18,134100,129900
690,L-000690,2007-06-13,0.21,0.5,1.55,Yes,58800.0,17,6.61,105.18,200800,194700
68,L-000068,2007-06-13,1.51,3.56,2.39,No,,37,6.61,105.18,222200,226000
781,L-000781,2007-06-14,1.99,3.98,2.32,Yes,48500.0,49,6.61,105.18,180900,176000
1313,L-001313,2007-06-15,0.46,1.33,1.25,No,,38,6.61,105.18,311700,302000
500,L-000500,2007-06-16,2.19,5.43,0.63,Yes,23700.0,25,6.61,105.18,121400,120000
183,L-000183,2007-06-16,,6.96,2.43,Yes,28000.0,61,6.61,105.18,128000,120000
1425,L-001425,2007-06-16,2.96,4.29,0.88,Yes,34100.0,53,6.61,105.18,150300,144000
298,L-000298,2007-06-17,0.68,1.71,1.34,Yes,47400.0,39,6.61,105.18,249700,239000
227,L-000227,2007-06-18,0.52,1.01,1.79,No,,23,6.61,105.18,299900,290000
707,L-000707,2007-06-19,0.54,1.0,0.13,Yes,59900.0,72,6.61,105.18,311300,302000
128,L-000128,2007-06-19,2.65,7.91,2.06,Yes,20500.0,16,6.61,105.18,91800,87000
322,L-000322,2007-06-19,0.19,0.42,1.21,No,,43,6.61,105.18,378200,354000
1035,L-001035,2007-06-19,0.88,3.14,1.26,Yes,33700.0,14,6.61,105.18,126100,119750
907,L-000907,2007-06-20,0.54,1.65,1.18,No,,49,6.61,105.18,263200,255000
307,L-000307,2007-06-20,2.31,6.89,0.62,Yes,59600.0,48,6.61,105.18,235000,225000
674,L-000674,2007-06-21,0.89,3.81,1.44,Yes,98600.0,61,6.61,105.18,281700,257500
361,L-000361,2007-06-21,1.79,2.5,1.04,No,,54,6.61,105.18,162000,156000
181,L-000181,2007-06-22,0.63,3.21,1.57,No,,16,6.61,105.18,185900,177000
1004,L-001004,2007-06-22,1.26,3.47,1.34,No,,37,6.61,105.18,149300,136905
450,L-000450,2007-06-22,3.14,6.4,2.29,Yes,24300.0,33,6.61,105.18,123800,120000
514,L-000514,2007-06-22,1.56,2.79,0.77,No,,30,6.61,105.18,139600,134000
515,L-000515,2007-06-23,1.26,3.48,1.17,Yes,15400.0,10,6.61,105.18,104000,96500
542,L-000542,2007-06-23,0.54,1.17,1.43,No,,51,6.61,105.18,256800,248000
624,L-000624,2007-06-23,0.59,1.83,1.53,No,,27,6.61,105.18,177100,168500
176,L-000176,2007-06-23,3.79,10.03,1.08,Yes,51700.0,146,6.61,105.18,254000,243000
385,L-000385,2007-06-24,0.64,1.16,0.2,No,,62,6.61,105.18,247100,240000
527,L-000527,2007-06-25,2.3,6.8,0.81,Yes,63300.0,17,6.61,105.18,133800,132000
794,L-000794,2007-06-25,0.52,1.72,1.81,No,,42,6.61,105.18,231700,225000
192,L-000192,2007-06-25,2.03,4.23,0.71,Yes,74000.0,61,6.61,105.18,195000,184000
299,L-000299,2007-06-25,1.28,4.05,0.73,No,,13,6.61,105.18,179200,175000
581,L-000581,2007-06-26,1.87,4.33,0.48,Yes,83000.0,58,6.61,105.18,188500,181900
275,L-000275,2007-06-26,2.22,3.03,1.04,No,,26,6.61,105.18,129600,124500
22,L-000022,2007-06-26,3.53,6.69,2.12,Yes,52600.0,30,6.61,105.18,147800,139400
989,L-000989,2007-06-27,1.63,4.07,0.9,No,,24,6.61,105.18,199300,195000
105,L-000105,2007-06-27,3.29,7.78,1.73,Yes,68500.0,83,6.61,105.18,185600,169500
951,L-000951,2007-07-02,1.91,6.7,0.75,Yes,21100.0,26,6.64,105.34,132300,129000
844,L-000844,2007-07-02,2.09,6.03,0.96,No,,24,6.64,105.34,150500,141000
393,L-000393,2007-07-04,2.18,5.01,0.57,No,,20,6.64,105.34,110400,106500
476,L-000476,2007-07-04,2.5,4.01,1.14,No,,38,6.64,105.34,139400,132500
42,L-000042,2007-07-05,0.73,2.35,2.34,No,,12,6.64,105.34,175400,170000
619,L-000619,2007-07-05,0.18,0.46,1.5,No,,34,6.64,105.34,328400,314813
51,L-000051,2007-07-06,1.28,4.36,1.43,No,,32,6.64,105.34,183700,177000
1264,L-001264,2007-07-07,2.39,6.98,0.7,Yes,38700.0,58,6.64,105.34,183800,180500
966,L-000966,2007-07-07,1.08,4.73,2.06,Yes,70400.0,34,6.64,105.34,182700,178900
290,L-000290,2007-07-08,2.43,8.18,0.57,Yes,24200.0,38,6.64,105.34,158900,153575
891,L-000891,2007-07-08,2.96,4.17,0.65,Yes,28600.0,22,6.64,105.34,129900,122900
1076,L-001076,2007-07-08,1.56,4.08,1.04,Yes,68200.0,69,6.64,105.34,235500,219500
84,L-000084,2007-07-09,1.68,5.66,0.53,No,,31,6.64,105.34,135200,126500
16,L-000016,2007-07-10,2.03,6.88,0.54,Yes,18200.0,40,6.64,105.34,135200,132000
921,L-000921,2007-07-10,2.5,6.43,0.46,No,,71,6.64,105.34,210900,201000
1254,L-001254,2007-07-10,0.23,1.68,1.85,Yes,53200.0,64,6.64,105.34,308300,294000
474,L-000474,2007-07-11,0.2,0.37,1.65,Yes,120600.0,69,6.64,105.34,435000,440000
1129,L-001129,2007-07-11,1.94,5.52,1.48,Yes,87400.0,47,6.64,105.34,226000,215000
306,L-000306,2007-07-11,1.66,3.77,1.95,Yes,68100.0,151,6.64,105.34,319200,305900
133,L-000133,2007-07-11,2.01,6.67,0.66,Yes,47300.0,33,6.64,105.34,157600,150750
717,L-000717,2007-07-11,3.35,6.91,3.12,Yes,102000.0,137,6.64,105.34,166000,159500
1270,L-001270,2007-07-12,2.31,4.43,0.49,No,,25,6.64,105.34,150300,144000
1276,L-001276,2007-07-12,1.88,4.62,0.84,Yes,43600.0,37,6.64,105.34,146600,137000
180,L-000180,2007-07-13,4.16,7.84,1.67,Yes,23700.0,23,6.64,105.34,103900,100000
1125,L-001125,2007-07-13,1.81,6.43,2.24,No,,36,6.64,105.34,170300,163900
115,L-000115,2007-07-14,1.14,3.65,1.29,Yes,49900.0,42,6.64,105.34,273500,259500
285,L-000285,2007-07-14,2.5,5.29,0.41,No,,24,6.64,105.34,185900,179200
1102,L-001102,2007-07-14,2.06,5.11,0.65,No,,23,6.64,105.34,120300,119500
48,L-000048,2007-07-15,0.72,2.61,1.08,N,,34,6.64,105.34,263200,249700
802,L-000802,2007-07-15,3.05,6.77,2.05,Yes,35400.0,34,6.64,105.34,113200,109900
790,L-000790,2007-07-16,0.54,1.61,0.16,Yes,74200.0,49,6.64,105.34,196900,187500
529,L-000529,2007-07-16,3.17,3.73,1.43,Yes,14800.0,29,6.64,105.34,87800,86000
1156,L-001156,2007-07-17,0.22,1.67,1.54,Yes,53100.0,60,6.64,105.34,226400,218000
453,L-000453,2007-07-17,1.05,2.54,2.22,Yes,78600.0,33,6.64,105.34,214400,204000
684,L-000684,2007-07-19,2.3,3.95,2.29,No,,64,6.64,105.34,301700,285000
1193,L-001193,2007-07-21,3.74,5.15,1.83,Yes,41000.0,59,6.64,105.34,131400,125000
1346,L-001346,2007-07-21,2.77,8.2,1.97,Yes,29100.0,41,6.64,105.34,113300,108500
1345,L-001345,2007-07-21,1.62,4.72,1.66,No,,26,6.64,105.34,161800,155835
398,L-000398,2007-07-22,2.22,6.0,0.47,No,,52,6.64,105.34,175000,169500
375,L-000375,2007-07-22,1.75,3.87,1.62,Yes,35400.0,30,6.64,105.34,230800,219500
1183,L-001183,2007-07-23,0.62,1.3,1.72,No,,148,6.64,105.34,779000,745000
993,L-000993,2007-07-23,3.34,5.72,0.54,Yes,41000.0,53,6.64,105.34,194200,187000
395,L-000395,2007-07-24,2.41,9.76,2.37,Yes,49900.0,32,6.64,105.34,111400,109000
612,L-000612,2007-07-24,1.42,4.92,0.98,No,,25,6.64,105.34,159100,148000
137,L-000137,2007-07-25,1.82,6.11,0.59,No,,34,6.64,105.34,149200,143000
774,L-000774,2007-07-26,2.82,5.79,0.97,No,,47,6.64,105.34,121300,114500
963,L-000963,2007-07-26,1.65,4.83,0.2,No,,28,6.64,105.34,163600,155000
634,L-000634,2007-07-27,1.67,5.62,0.68,Yes,26800.0,21,6.64,105.34,147300,139400
775,L-000775,2007-07-27,0.19,0.77,1.18,No,,42,6.64,105.34,410800,395000
709,L-000709,2007-07-27,1.81,5.48,1.6,No,,45,6.64,105.34,185600,179540
337,L-000337,2007-07-27,0.18,1.77,1.68,Yes,83300.0,64,6.64,105.34,396400,377426
1433,L-001433,2007-08-01,3.52,6.88,2.46,Yes,46800.0,9,6.55,104.88,67000,64500
323,L-000323,2007-08-01,2.56,6.34,0.41,Yes,78300.0,99,6.55,104.88,307800,301000
35,L-000035,2007-08-03,0.2,0.53,1.16,No,,30,6.55,104.88,283500,277500
107,L-000107,2007-08-03,4.01,7.56,2.12,Yes,17100.0,16,6.55,104.88,102100,100000
7,L-000007,2007-08-03,0.61,1.72,1.35,Yes,71200.0,45,6.55,104.88,316700,307000
433,L-000433,2007-08-04,1.93,6.7,1.29,No,,62,6.55,104.88,129000,122500
14,L-000014,2007-08-05,1.27,3.18,2.33,Yes,40900.0,89,6.55,104.88,289200,279500
850,L-000850,2007-08-05,0.23,1.32,1.92,Yes,51800.0,40,6.55,104.88,197500,187000
356,L-000356,2007-08-06,1.7,3.05,2.37,No,,34,6.55,104.88,187000,177500
752,L-000752,2007-08-06,1.07,7.1,2.76,No,,26,6.55,104.88,161000,162000
90,L-000090,2007-08-06,2.45,3.58,2.56,Yes,18400.0,7,6.55,104.88,126600,123600
1384,L-001384,2007-08-06,2.56,6.63,1.24,Yes,46400.0,18,6.55,104.88,111700,112000
1135,L-001135,2007-08-07,1.59,5.17,2.11,No,,42,6.55,104.88,179800,169000
1231,L-001231,2007-08-07,1.73,3.66,1.24,No,,73,6.55,104.88,192900,190000
1130,L-001130,2007-08-08,4.1,7.58,1.8,No,,39,6.55,104.88,141800,140000
416,L-000416,2007-08-08,1.75,6.94,1.6,No,,32,6.55,104.88,188300,181134
475,L-000475,2007-08-10,0.18,1.86,2.62,N,,28,6.55,104.88,250500,251000
905,L-000905,2007-08-10,2.37,4.93,1.41,No,,16,6.55,104.88,133700,125500
956,L-000956,2007-08-10,1.76,2.52,1.7,Yes,56000.0,16,6.55,104.88,155000,145000
914,L-000914,2007-08-10,1.22,2.57,1.28,Yes,52400.0,14,6.55,104.88,148300,145000
1349,L-001349,2007-08-12,2.11,3.38,0.44,No,,20,6.55,104.88,218200,215000
853,L-000853,2007-08-12,1.45,3.0,1.52,Yes,41000.0,14,6.55,104.88,172900,164000
242,L-000242,2007-08-13,2.35,5.8,2.18,Yes,21500.0,21,6.55,104.88,113800,110500
525,L-000525,2007-08-14,0.59,0.94,1.62,Yes,61300.0,29,6.55,104.88,331100,315750
667,L-000667,2007-08-15,2.64,4.05,0.61,Yes,93300.0,52,6.55,104.88,133500,129000
632,L-000632,2007-08-15,0.19,0.49,1.78,No,,27,6.55,104.88,218500,209500
876,L-000876,2007-08-16,0.58,2.24,1.17,No,,53,6.55,104.88,313600,303477
1388,L-001388,2007-08-18,3.1,8.34,2.87,Yes,95600.0,45,6.55,104.88,143800,136000
1343,L-001343,2007-08-19,1.29,3.92,1.7,No,,64,6.55,104.88,233000,228500
943,L-000943,2007-08-19,2.84,8.35,1.04,No,,47,6.55,104.88,156800,150000
1456,L-001456,2007-08-20,1.21,7.12,1.89,Yes,72300.0,25,6.55,104.88,178000,175000
1343,L-901343,2007-08-20,1.29,3.92,1.7,No,,64,6.55,104.88,233000,228500
1051,L-001051,2007-08-21,1.26,7.01,1.87,NO,,57,6.55,104.88,187500,176485
358,L-000358,2007-08-21,3.19,6.16,2.25,No,,75,6.55,104.88,143300,134000
332,L-000332,2007-08-22,1.67,4.33,0.6,Yes,28900.0,32,6.55,104.88,148400,139000
109,L-000109,2007-08-22,3.6,6.54,2.06,Yes,85600.0,26,6.55,104.88,118600,115000
627,L-000627,2007-08-25,2.15,5.16,0.65,Yes,37400.0,34,6.55,104.88,145200,139900
